id,title,has_explanation_evaluation,has_significance_testing,is_xai_interpretable,main_venue_match
liu-etal-2025-dual-path,Dual-Path Counterfactual Integration for Multimodal Aspect-Based Sentiment Classification,True,False,True,EMNLP
maslenkova-etal-2025-building,Building Trust in Clinical {LLM}s: Bias Analysis and Dataset Transparency,False,False,False,EMNLP
wang-etal-2025-drivel,Drivel-ology: Challenging {LLM}s with Interpreting Nonsense with Depth,False,False,False,EMNLP
sperber-etal-2025-toward,Toward Machine Interpreting: Lessons from Human Interpreting Studies,False,False,False,EMNLP
arakelyan-etal-2025-flare,{FLARE}: Faithful Logic-Aided Reasoning and Exploration,True,False,True,EMNLP
clark-etal-2025-resource,Resource-Rational Noisy-Channel Language Processing: Testing the Effect of Algorithmic Constraints on Inferences,False,False,False,EMNLP
wang-blanco-2025-identifying,Identifying and Answering Questions with False Assumptions: An Interpretable Approach,False,False,True,EMNLP
mayne-etal-2025-llms,{LLM}s Don{'}t Know Their Own Decision Boundaries: The Unreliability of Self-Generated Counterfactual Explanations,True,False,True,EMNLP
dang-etal-2025-improving,Improving Large Language Models Function Calling and Interpretability via Guided-Structured Templates,False,False,True,EMNLP
kang-etal-2025-fairgen,{F}air{G}en: Controlling Sensitive Attributes for Fair Generations in Diffusion Models via Adaptive Latent Guidance,False,False,False,EMNLP
lee-etal-2025-interpretable,Interpretable Mnemonic Generation for Kanji Learning via Expectation-Maximization,False,False,True,EMNLP
bussotti-papotti-2025-refining,Refining Attention for Explainable and Noise-Robust Fact-Checking with Transformers,False,False,True,EMNLP
jeon-etal-2025-sali4vid,{S}ali4{V}id: Saliency-Aware Video Reweighting and Adaptive Caption Retrieval for Dense Video Captioning,False,False,False,EMNLP
ye-etal-2025-enhanced,Enhanced Noun-Noun Compound Interpretation through Textual Enrichment,False,False,False,EMNLP
park-etal-2025-decoding,Decoding Dense Embeddings: Sparse Autoencoders for Interpreting and Discretizing Dense Retrieval,False,False,True,EMNLP
la-cava-tagarelli-2025-openturingbench,{O}pen{T}uring{B}ench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution,False,False,False,EMNLP
huang-etal-2025-critictool,{CRITICTOOL}: Evaluating Self-Critique Capabilities of Large Language Models in Tool-Calling Error Scenarios,False,False,False,EMNLP
bhagwatkar-etal-2025-cave,{CAVE} : Detecting and Explaining Commonsense Anomalies in Visual Environments,True,False,True,EMNLP
jing-etal-2025-lingualens,{L}ingua{L}ens: Towards Interpreting Linguistic Mechanisms of Large Language Models via Sparse Auto-Encoder,True,False,True,EMNLP
malladi-etal-2025-explaining,Explaining Differences Between Model Pairs in Natural Language through Sample Learning,True,False,True,EMNLP
shi-etal-2025-llms,Do {LLM}s Behave as Claimed? Investigating How {LLM}s Follow Their Own Claims using Counterfactual Questions,False,False,False,EMNLP
shao-etal-2025-iterative,Iterative Multilingual Spectral Attribute Erasure,False,False,False,EMNLP
harrasse-etal-2025-tinysql,{T}iny{SQL}: A Progressive Text-to-{SQL} Dataset for Mechanistic Interpretability Research,True,False,True,EMNLP
yuan-etal-2025-graph,Graph-Guided Textual Explanation Generation Framework,True,False,True,EMNLP
zaman-srivastava-2025-causal,A Causal Lens for Evaluating Faithfulness Metrics,True,False,True,EMNLP
liu-etal-2025-metafaith,{M}eta{F}aith: Faithful Natural Language Uncertainty Expression in {LLM}s,True,False,True,EMNLP
lewis-lim-etal-2025-analysing,Analysing Chain of Thought Dynamics: Active Guidance or Unfaithful Post-hoc Rationalisation?,True,False,True,EMNLP
kmainasi-etal-2025-memeintel,{M}eme{I}ntel: Explainable Detection of Propagandistic and Hateful Memes,False,False,True,EMNLP
liu-etal-2025-autoct,{A}uto{CT}: Automating Interpretable Clinical Trial Prediction with {LLM} Agents,False,False,True,EMNLP
pulakurthi-etal-2025-x,{X}-{C}o{T}: Explainable Text-to-Video Retrieval via {LLM}-based Chain-of-Thought Reasoning,True,False,True,EMNLP
popovic-farber-2025-extractive,Extractive Fact Decomposition for Interpretable Natural Language Inference in one Forward Pass,True,False,True,EMNLP
chen-toral-2025-shortcuts,From Shortcuts to Balance: Attribution Analysis of Speech-Text Feature Utilization in Distinguishing Original from Machine-Translated Texts,True,False,True,EMNLP
xin-etal-2025-cda,{CDA}{\textasciicircum}2: Counterfactual Diffusion Augmentation for Cross-Domain Adaptation in Low-Resource Sentiment Analysis,False,False,False,COLING
li-ouyang-2025-explaining,Explaining Relationships Among Research Papers,False,False,False,COLING
alshomary-etal-2025-latent,Latent Space Interpretation for Stylistic Analysis and Explainable Authorship Attribution,True,False,True,COLING
wang-etal-2025-cross,Cross-Refine: Improving Natural Language Explanation Generation by Learning in Tandem,True,False,True,COLING
liu-etal-2025-enhancing,Enhancing Multi-party Dialogue Discourse Parsing with Explanation Generation,False,False,True,COLING
mun-shin-2025-polysemy,Polysemy Interpretation and Transformer Language Models: A Case of {K}orean Adverbial Postposition -(u)lo,False,False,False,COLING
tan-etal-2025-improving,Improving Explainable Fact-Checking with Claim-Evidence Correlations,True,False,True,COLING
mina-etal-2025-cognitive,"Cognitive Biases, Task Complexity, and Result Interpretability in Large Language Models",False,False,False,COLING
chu-etal-2025-towards,Towards Faithful Multi-step Reasoning through Fine-Grained Causal-aware Attribution Reasoning Distillation,True,False,True,COLING
tilli-vu-2025-discrete,Discrete Subgraph Sampling for Interpretable Graph based Visual Question Answering,True,False,True,COLING
shen-etal-2025-reasoning,Reasoning with Trees: Faithful Question Answering over Knowledge Graph,False,False,True,COLING
irnawan-etal-2025-claim,Claim veracity assessment for explainable fake news detection,False,False,True,COLING
chen-etal-2025-faithful,Faithful Inference Chains Extraction for Fact Verification over Multi-view Heterogeneous Graph with Causal Intervention,True,False,True,COLING
hao-etal-2025-post,Post-Hoc Watermarking for Robust Detection in Text Generated by Large Language Models,False,False,False,COLING
wu-etal-2025-edge,Edge-free but Structure-aware: Prototype-Guided Knowledge Distillation from {GNN}s to {MLP}s,False,False,False,COLING
liu-etal-2025-empirical,Empirical Study on Data Attributes Insufficiency of Evaluation Benchmarks for {LLM}s,False,False,False,COLING
alqurashi-etal-2025-bert,{BERT}-based Classical {A}rabic Poetry Authorship Attribution,False,False,False,COLING
riahi-samani-etal-2025-large,Large Language Models with Reinforcement Learning from Human Feedback Approach for Enhancing Explainable Sexism Detection,False,False,True,COLING
ferreira-etal-2025-explanation,Explanation Regularisation through the Lens of Attributions,True,False,True,COLING
salles-etal-2025-hatebrxplain,{H}ate{BRX}plain: A Benchmark Dataset with Human-Annotated Rationales for Explainable Hate Speech Detection in {B}razilian {P}ortuguese,True,False,True,COLING
hu-etal-2025-large,Large Language Model-Based Event Relation Extraction with Rationales,False,False,True,COLING
li-etal-2025-incorporating,Incorporating Review-missing Interactions for Generative Explainable Recommendation,False,False,True,COLING
zhang-etal-2025-hire,Hire Me or Not? Examining Language Model{'}s Behavior with Occupation Attributes,False,False,False,COLING
ling-etal-2025-enhancing,Enhancing Factual Consistency in Text Summarization via Counterfactual Debiasing,False,False,False,COLING
dementieva-etal-2025-multilingual,Multilingual and Explainable Text Detoxification with Parallel Corpora,False,False,True,COLING
zhao-etal-2025-dynamic,Dynamic-prototype Contrastive Fine-tuning for Continual Few-shot Relation Extraction with Unseen Relation Detection,False,False,False,COLING
xu-etal-2025-log,{LOG}: A Local-to-Global Optimization Approach for Retrieval-based Explainable Multi-Hop Question Answering,False,False,False,COLING
gallipoli-cagliero-2025-piece,It is not a piece of cake for {GPT}: Explaining Textual Entailment Recognition in the presence of Figurative Language,True,False,True,COLING
wen-etal-2025-gaprotonet,{GAP}roto{N}et: A Multi-head Graph Attention-based Prototypical Network for Interpretable Text Classification,True,False,True,COLING
kim-2025-ambiguous,How Ambiguous Are the Rationales for Natural Language Reasoning? A Simple Approach to Handling Rationale Uncertainty,False,False,True,COLING
zarharan-etal-2025-farexstance,{F}ar{E}x{S}tance: Explainable Stance Detection for {F}arsi,True,False,True,COLING
duan-etal-2025-unveiling,Unveiling Language Competence Neurons: A Psycholinguistic Approach to Model Interpretability,True,False,True,COLING
gao-etal-2025-consistency,Consistency Rating of Semantic Transparency: an Evaluation Method for Metaphor Competence in Idiom Understanding Tasks,False,False,False,COLING
fang-etal-2025-counterfactual,Counterfactual Debating with Preset Stances for Hallucination Elimination of {LLM}s,True,False,True,COLING
lim-lauw-2025-interpreting,Interpreting Topic Models in Byte-Pair Encoding Space,True,False,True,COLING
zhou-etal-2025-text,Text-Attributed Graph Learning with Coupled Augmentations,False,False,False,COLING
lam-etal-2025-leveraging,Leveraging Human Production-Interpretation Asymmetries to Test {LLM} Cognitive Plausibility,False,False,False,ACL
zhao-etal-2025-seeking,Seeking Rational Demonstrations for Large Language Models: A Domain Generalization Approach to Unsupervised Cross-Domain Keyphrase Generation,False,False,False,ACL
alipoormolabashi-etal-2025-quantifying,Quantifying Misattribution Unfairness in Authorship Attribution,False,False,False,ACL
kim-hwang-2025-counterfactual,Counterfactual-Consistency Prompting for Relative Temporal Understanding in Large Language Models,False,False,False,ACL
ye-etal-2025-cleme2,{CLEME}2.0: Towards Interpretable Evaluation by Disentangling Edits for Grammatical Error Correction,True,False,True,ACL
ruggeri-signorelli-2025-interlocking,Interlocking-free Selective Rationalization Through Genetic-based Learning,False,False,True,ACL
li-etal-2025-open,Open-World Attribute Mining for {E}-Commerce Products with Multimodal Self-Correction Instruction Tuning,False,False,False,ACL
edin-etal-2025-normalized,Normalized {AOPC}: Fixing Misleading Faithfulness Metrics for Feature Attributions Explainability,True,False,True,ACL
patel-etal-2025-retrieve,Retrieve to Explain: Evidence-driven Predictions for Explainable Drug Target Identification,True,False,True,ACL
zhou-etal-2025-taming,Taming Language Models for Text-attributed Graph Learning with Decoupled Aggregation,False,False,False,ACL
yang-etal-2025-confidence,Confidence v.s. Critique: A Decomposition of Self-Correction Capability for {LLM}s,False,False,False,ACL
luo-etal-2025-automating,"Automating Legal Interpretation with {LLM}s: Retrieval, Generation, and Evaluation",True,False,True,ACL
wei-zhu-2025-protolens,{P}roto{L}ens: Advancing Prototype Learning for Fine-Grained Interpretability in Text Classification,False,False,True,ACL
zhang-etal-2025-dually,Dually Self-Improved Counterfactual Data Augmentation Using Large Language Model,False,False,False,ACL
meng-etal-2025-stigma,"What is Stigma Attributed to? A Theory-Grounded, Expert-Annotated Interview Corpus for Demystifying Mental-Health Stigma",False,False,False,ACL
gur-arieh-etal-2025-enhancing,Enhancing Automated Interpretability with Output-Centric Feature Descriptions,True,False,True,ACL
chen-etal-2025-f5,F5-{TTS}: A Fairytaler that Fakes Fluent and Faithful Speech with Flow Matching,False,False,False,ACL
zhelnin-etal-2025-gift,{GIFT}-{SW}: {G}aussian noise Injected Fine-Tuning of Salient Weights for {LLM}s,False,False,False,ACL
li-etal-2025-drift,Drift: Enhancing {LLM} Faithfulness in Rationale Generation via Dual-Reward Probabilistic Inference,True,False,True,ACL
lin-etal-2025-gamebot,{GAMEB}o{T}: Transparent Assessment of {LLM} Reasoning in Games,True,False,True,ACL
xie-etal-2025-improving,Improving Model Factuality with Fine-grained Critique-based Evaluator,False,False,False,ACL
ravenda-etal-2025-llms,Are {LLM}s effective psychological assessors? Leveraging adaptive {RAG} for interpretable mental health screening through psychometric practice,False,False,True,ACL
kim-lee-2025-forward,Forward Knows Efficient Backward Path: Saliency-Guided Memory-Efficient Fine-tuning of Large Language Models,False,False,False,ACL
li-ng-2025-think,Think{\&}Cite: Improving Attributed Text Generation with Self-Guided Tree Search and Progress Reward Modeling,False,False,False,ACL
zhu-etal-2025-real,From Real to Synthetic: Synthesizing Millions of Diversified and Complicated User Instructions with Attributed Grounding,False,False,False,ACL
pham-etal-2025-mitigating,Mitigating Non-Representative Prototypes and Representation Bias in Few-Shot Continual Relation Extraction,False,False,False,ACL
niu-etal-2025-knowledge,Knowledge-Augmented Multimodal Clinical Rationale Generation for Disease Diagnosis with Small Language Models,True,False,True,ACL
jiang-etal-2025-enhancing,Enhancing Interpretable Image Classification Through {LLM} Agents and Conditional Concept Bottleneck Models,True,False,True,ACL
